Date,QCOM,TSLA,NVDA,TAIT,INTC,AUDC,OLED,CSCO,MSFT,AAPL,ALOT,GRMN,ESLT,TXN,EQIX,CDW,AVGO,INTU,SPNS,BRKR,IDCC,MNDO,EBIX,WSTG,CDK,WDC,ATVI,MKSI,TER,ADI,CCMP,MGIC,LOGI,APWC,SWKS
4/17/2019,73.55406189,18.082001,46.56289673,2.691533804,54.27244186,14.53686428,168.3362885,51.85596466,118.0097198,49.44694519,25.06699944,80.37114716,138.093399,106.8316498,426.177063,101.7380524,287.3006897,251.2605286,14.56034756,37.82518387,65.03153992,1.615283847,46.41580963,10.71278477,58.30571365,52.25410461,44.47078323,98.71675873,44.21153641,108.0535965,121.1191406,8.464696884,40.0814743,2.299999952,86.98908997
4/18/2019,74.30744934,18.217333,46.31676483,2.682766438,54.20757294,14.98587799,167.0903625,51.93883514,119.5603256,49.62464142,25.04747391,80.68818665,134.6990356,106.7484818,425.1485901,101.931488,285.5887756,252.7312012,14.46321487,37.82518387,64.80630493,1.615283847,46.05704498,10.78480244,58.42111206,53.15618896,44.79704666,98.3935318,44.17210388,108.4219818,121.9466171,8.464696884,40.03333282,2.210000038,85.86332703
4/22/2019,76.24209595,17.516666,46.85625458,2.76167202,54.51340103,15.19167805,166.3981934,51.88358688,119.9382858,49.78773117,25.11580276,80.25924683,133.819046,106.2309494,425.9009094,101.4769135,282.3439331,256.4765625,14.57977486,37.55761337,64.58106995,1.637614846,45.80495071,10.75779629,58.76730728,52.02378082,44.82670975,98.04093933,44.21153641,107.3074188,120.6958008,8.538304329,40.02370071,2.210000038,84.21283722
4/23/2019,80.66017914,17.593332,47.4032135,3.121127605,54.47632599,15.89326382,170.1062622,52.2059021,121.5663986,50.50582886,25.26222229,81.07051086,134.0898285,107.552475,428.7387695,102.618187,282.9176636,260.4866028,15.05572891,37.46843719,62.46027374,1.659945965,47.86054611,10.75779629,59.62319183,52.25410461,45.98345947,98.62859344,43.95523834,107.7796936,122.3218689,8.685515404,39.86965561,2.25999999,85.13825226
4/24/2019,80.76248932,17.243999,47.5275116,3.112360477,54.42073059,15.7997179,169.3943176,52.38087463,121.1496735,50.42794418,25.25246048,80.77211761,133.8093872,109.4470062,431.8337708,102.8889999,281.7434692,258.8786926,15.32770443,37.14141464,61.88786316,1.645058632,48.23869705,10.68577766,59.50780106,51.76466751,46.22074509,98.67759705,47.3068428,110.783287,122.3699875,9.182355881,39.79263306,2.299999952,85.76792145
4/25/2019,79.12548065,16.508667,46.46842194,3.226333857,53.39199448,15.59392071,161.5134125,51.87437057,125.1618423,49.97029877,25.26222229,79.92354584,133.258194,108.2825775,432.2433167,101.7960815,279.4936829,258.6824951,15.24999714,37.41887665,60.79930496,1.645058632,47.79268265,10.42470932,58.85386276,50.81459427,46.87327576,98.67759705,47.46455765,108.6392059,117.9631958,8.961538315,39.60007095,2.279999971,84.46089172
4/26/2019,80.58577728,15.676,44.27565002,3.235100985,48.591259,15.47231293,166.2993011,51.45997238,125.8789825,49.73174667,24.87177086,80.00747681,132.9003754,108.3195267,431.4433594,101.8347702,278.2298279,248.6231232,15.1334362,38.14228821,61.09021378,1.637614846,48.26778412,10.57774925,59.99824142,48.86646271,47.60489655,99.51009369,48.06587219,108.0913773,118.3288345,8.887933731,39.92742538,2.289999962,83.02029419
4/29/2019,81.15314484,16.098,44.58393097,3.708530426,47.36790466,15.50973129,156.6385803,51.69019318,125.7626724,49.80720901,25.18413162,79.69042206,134.5540161,107.8482132,427.4055481,101.4285507,280.300354,242.8874817,14.91974258,37.90445709,61.9817009,1.637614846,48.89804459,10.80280685,59.22890854,48.43460846,47.85206985,98.23683167,48.40103912,107.562439,119.3872299,8.832728386,40.37994003,2.289999962,82.81041718
4/30/2019,80.11141968,15.912667,44.99911499,4.181960106,47.30302811,13.18046284,157.8152924,51.52443695,126.5670471,48.8481102,24.42275238,79.95152283,135.1052399,108.8925018,433.0146484,102.1345978,285.3915405,246.1523895,14.92945671,38.25128937,61.36235046,1.615283847,48.94651794,10.65877056,58.00759506,49.05839157,47.66421509,89.13793182,48.30246353,109.7915344,121.4751511,8.841928482,37.27972031,2.25,84.12697601
5/1/2019,80.3346405,15.600667,44.86735153,5.041146278,47.04352188,13.61076927,155.5706635,51.18369293,123.9310532,51.24585342,24.676548,74.65499115,135.743454,107.4693146,428.5482788,103.8368454,285.8396912,239.0833282,14.55063343,37.75580597,61.6626358,1.622727513,49.36346436,10.80280685,54.55521774,48.75130081,48.01025772,86.7383194,48.04615784,108.3369675,119.5315552,8.81432724,37.01976013,2.24000001,84.41320038
5/2/2019,81.05082703,16.273333,45.54357529,4.024150848,46.84890366,13.79785824,154.8488312,50.59431839,122.3125992,50.91235733,24.54964828,73.44275665,133.8771057,108.55056,442.8329773,104.1850357,283.0789795,241.1422729,14.29808712,38.24138641,63.67083359,1.622727513,48.74290466,10.79380512,53.2281189,47.75324249,48.989048,87.61981201,48.26303101,110.4715729,118.3480759,8.685515404,38.47359085,2.24000001,86.61701965
